5.728837847709655762e-01,4.271161556243896484e-01
5.767482519149780273e-01,4.232518076896667480e-01
5.793511867523193359e-01,4.206487536430358887e-01
5.750815272331237793e-01,4.249185621738433838e-01
5.752233862876892090e-01,4.247766435146331787e-01
5.801443457603454590e-01,4.198555648326873779e-01
5.658278465270996094e-01,4.341721832752227783e-01
5.780232548713684082e-01,4.219766855239868164e-01
5.800753831863403320e-01,4.199246764183044434e-01
5.750629305839538574e-01,4.249370694160461426e-01
5.702759623527526855e-01,4.297240078449249268e-01
5.745144486427307129e-01,4.254855215549468994e-01
5.695067644119262695e-01,4.304932057857513428e-01
5.763627290725708008e-01,4.236372411251068115e-01
5.651685595512390137e-01,4.348315000534057617e-01
5.747469067573547363e-01,4.252531230449676514e-01
5.703855752944946289e-01,4.296143651008605957e-01
5.761532783508300781e-01,4.238467216491699219e-01
5.704550147056579590e-01,4.295449852943420410e-01
5.645164847373962402e-01,4.354835450649261475e-01
5.680310130119323730e-01,4.319689273834228516e-01
5.650289058685302734e-01,4.349710643291473389e-01
5.630870461463928223e-01,4.369130134582519531e-01
5.779711604118347168e-01,4.220288395881652832e-01
5.771393775939941406e-01,4.228605926036834717e-01
5.648452043533325195e-01,4.351547062397003174e-01
5.665277242660522461e-01,4.334723055362701416e-01
5.518618226051330566e-01,4.481382071971893311e-01
5.629246234893798828e-01,4.370753765106201172e-01
5.706734061241149902e-01,4.293265640735626221e-01
5.637756586074829102e-01,4.362243413925170898e-01
5.705702304840087891e-01,4.294297993183135986e-01
5.619918704032897949e-01,4.380081295967102051e-01
5.666362047195434570e-01,4.333637356758117676e-01
5.619556307792663574e-01,4.380444288253784180e-01
5.621828436851501465e-01,4.378171861171722412e-01
5.605963468551635742e-01,4.394035935401916504e-01
5.690953135490417480e-01,4.309046566486358643e-01
5.597591400146484375e-01,4.402408003807067871e-01
5.196230411529541016e-01,4.803770184516906738e-01
5.373662114143371582e-01,4.626337885856628418e-01
5.558848977088928223e-01,4.441150724887847900e-01
5.625485777854919434e-01,4.374514222145080566e-01
4.918473958969116211e-01,5.081526041030883789e-01
5.599889755249023438e-01,4.400110244750976562e-01
5.596976280212402344e-01,4.403024315834045410e-01
5.648092627525329590e-01,4.351906776428222656e-01
5.572726726531982422e-01,4.427272975444793701e-01
5.681789517402648926e-01,4.318210482597351074e-01
5.739485025405883789e-01,4.260514974594116211e-01
5.685503482818603516e-01,4.314495921134948730e-01
5.712214708328247070e-01,4.287785589694976807e-01
5.696575045585632324e-01,4.303425252437591553e-01
5.637814998626708984e-01,4.362185001373291016e-01
4.859206378459930420e-01,5.140793919563293457e-01
5.705674290657043457e-01,4.294325411319732666e-01
5.701450705528259277e-01,4.298549294471740723e-01
5.627598166465759277e-01,4.372402429580688477e-01
5.762408375740051270e-01,4.237591922283172607e-01
4.977306425571441650e-01,5.022693276405334473e-01
5.276319384574890137e-01,4.723680317401885986e-01
5.305409431457519531e-01,4.694590866565704346e-01
5.600357055664062500e-01,4.399642646312713623e-01
5.570184588432312012e-01,4.429815411567687988e-01
4.940668046474456787e-01,5.059332251548767090e-01
5.518754124641418457e-01,4.481245577335357666e-01
5.600791573524475098e-01,4.399208128452301025e-01
4.859856069087982178e-01,5.140143036842346191e-01
5.263257026672363281e-01,4.736742973327636719e-01
4.883791804313659668e-01,5.116207599639892578e-01
5.330421328544616699e-01,4.669578373432159424e-01
5.480533838272094727e-01,4.519466459751129150e-01
5.599759221076965332e-01,4.400241076946258545e-01
5.598207116127014160e-01,4.401793181896209717e-01
5.151242017745971680e-01,4.848758280277252197e-01
5.155058503150939941e-01,4.844940900802612305e-01
5.277329087257385254e-01,4.722671210765838623e-01
4.837625920772552490e-01,5.162373185157775879e-01
5.242897272109985352e-01,4.757103025913238525e-01
5.463265180587768555e-01,4.536734223365783691e-01
5.620427727699279785e-01,4.379572272300720215e-01
5.197368860244750977e-01,4.802631735801696777e-01
4.871093928813934326e-01,5.128906965255737305e-01
5.712676048278808594e-01,4.287323355674743652e-01
5.437980294227600098e-01,4.562019705772399902e-01
5.053292512893676758e-01,4.946707189083099365e-01
5.493122339248657227e-01,4.506876766681671143e-01
5.150977969169616699e-01,4.849021732807159424e-01
5.108327269554138184e-01,4.891673326492309570e-01
4.910356700420379639e-01,5.089643597602844238e-01
5.657737255096435547e-01,4.342263340950012207e-01
4.958600103855133057e-01,5.041399598121643066e-01
4.946237504482269287e-01,5.053763389587402344e-01
5.273737907409667969e-01,4.726261794567108154e-01
5.009213685989379883e-01,4.990786015987396240e-01
5.044909119606018066e-01,4.955091476440429688e-01
5.561772584915161133e-01,4.438227415084838867e-01
5.689255595207214355e-01,4.310744106769561768e-01
4.948496520519256592e-01,5.051503777503967285e-01
4.892814457416534424e-01,5.107185244560241699e-01
4.974571168422698975e-01,5.025429129600524902e-01
4.887018799781799316e-01,5.112981796264648438e-01
4.920728206634521484e-01,5.079272389411926270e-01
4.842769801616668701e-01,5.157229900360107422e-01
4.873904287815093994e-01,5.126095414161682129e-01
5.580075383186340332e-01,4.419924616813659668e-01
4.828649759292602539e-01,5.171349644660949707e-01
4.847942590713500977e-01,5.152057409286499023e-01
5.081146359443664551e-01,4.918853938579559326e-01
5.470902323722839355e-01,4.529098272323608398e-01
4.964625835418701172e-01,5.035373568534851074e-01
5.503959655761718750e-01,4.496040642261505127e-01
5.524201393127441406e-01,4.475798308849334717e-01
5.581113696098327637e-01,4.418886899948120117e-01
5.335395336151123047e-01,4.664604365825653076e-01
4.877010583877563477e-01,5.122989416122436523e-01
4.881397485733032227e-01,5.118603110313415527e-01
4.951365888118743896e-01,5.048633813858032227e-01
5.241239070892333984e-01,4.758761227130889893e-01
4.873498678207397461e-01,5.126501321792602539e-01
4.963752627372741699e-01,5.036247372627258301e-01
4.842056930065155029e-01,5.157942771911621094e-01
5.149923563003540039e-01,4.850076436996459961e-01
4.866981506347656250e-01,5.133017897605895996e-01
4.872708618640899658e-01,5.127291083335876465e-01
4.869835376739501953e-01,5.130165219306945801e-01
5.032953023910522461e-01,4.967046976089477539e-01
5.279913544654846191e-01,4.720086157321929932e-01
4.660677611827850342e-01,5.339322090148925781e-01
4.699552357196807861e-01,5.300447940826416016e-01
4.743019938468933105e-01,5.256980061531066895e-01
4.864160716533660889e-01,5.135838985443115234e-01
4.862520694732666016e-01,5.137478709220886230e-01
4.854621589183807373e-01,5.145378708839416504e-01
5.116153359413146973e-01,4.883846640586853027e-01
4.863665997982025146e-01,5.136333703994750977e-01
5.338833332061767578e-01,4.661166071891784668e-01
4.871216714382171631e-01,5.128783583641052246e-01
4.877957701683044434e-01,5.122042894363403320e-01
4.987775087356567383e-01,5.012225508689880371e-01
4.870591461658477783e-01,5.129409432411193848e-01
4.545052051544189453e-01,5.454947948455810547e-01
4.798386991024017334e-01,5.201612710952758789e-01
5.082747340202331543e-01,4.917252957820892334e-01
4.879887700080871582e-01,5.120112299919128418e-01
4.768416285514831543e-01,5.231583118438720703e-01
4.763037264347076416e-01,5.236963033676147461e-01
4.719572365283966064e-01,5.280427932739257812e-01
4.820315837860107422e-01,5.179684162139892578e-01
4.867485165596008301e-01,5.132514834403991699e-01
4.870506525039672852e-01,5.129494071006774902e-01
4.696502387523651123e-01,5.303496718406677246e-01
4.880713224411010742e-01,5.119286775588989258e-01
4.867406785488128662e-01,5.132592916488647461e-01
4.869159758090972900e-01,5.130840539932250977e-01
4.863526821136474609e-01,5.136473178863525391e-01
4.580169618129730225e-01,5.419830679893493652e-01
4.871058166027069092e-01,5.128942131996154785e-01
4.852674901485443115e-01,5.147324800491333008e-01
4.569742381572723389e-01,5.430257320404052734e-01
4.790251255035400391e-01,5.209749341011047363e-01
4.873407185077667236e-01,5.126593708992004395e-01
4.734051823616027832e-01,5.265948176383972168e-01
4.870198071002960205e-01,5.129801630973815918e-01
4.898137450218200684e-01,5.101862549781799316e-01
4.514392912387847900e-01,5.485606193542480469e-01
5.124996304512023926e-01,4.875003993511199951e-01
4.517917335033416748e-01,5.482082962989807129e-01
4.844292998313903809e-01,5.155707001686096191e-01
4.866646528244018555e-01,5.133352875709533691e-01
4.835194647312164307e-01,5.164805054664611816e-01
4.650431871414184570e-01,5.349568724632263184e-01
4.606419205665588379e-01,5.393580794334411621e-01
4.609373211860656738e-01,5.390626192092895508e-01
4.872870743274688721e-01,5.127130150794982910e-01
4.868737459182739258e-01,5.131262540817260742e-01
4.861348867416381836e-01,5.138651728630065918e-01
4.504701793193817139e-01,5.495297312736511230e-01
4.882846176624298096e-01,5.117154121398925781e-01
4.880845844745635986e-01,5.119154453277587891e-01
4.734101593494415283e-01,5.265898704528808594e-01
4.677807390689849854e-01,5.322192907333374023e-01
4.598073959350585938e-01,5.401926040649414062e-01
4.413363635540008545e-01,5.586636662483215332e-01
4.517498910427093506e-01,5.482500791549682617e-01
4.584462344646453857e-01,5.415537357330322266e-01
4.755055606365203857e-01,5.244944691658020020e-01
